ID,Income
TEST_0000,0.0
TEST_0001,0.0
TEST_0002,459.5888977050781
TEST_0003,583.3690795898438
TEST_0004,0.0
TEST_0005,674.0382690429688
TEST_0006,454.3385314941406
TEST_0007,0.0
TEST_0008,0.0
TEST_0009,1048.5283203125
TEST_0010,825.058837890625
TEST_0011,909.45654296875
TEST_0012,509.6788330078125
TEST_0013,811.390869140625
TEST_0014,0.0
TEST_0015,909.3802490234375
TEST_0016,750.6810913085938
TEST_0017,609.147705078125
TEST_0018,559.157958984375
TEST_0019,1223.22509765625
TEST_0020,643.9827270507812
TEST_0021,1248.3975830078125
TEST_0022,0.0
TEST_0023,732.0181884765625
TEST_0024,0.0
TEST_0025,649.761474609375
TEST_0026,766.6156005859375
TEST_0027,1229.9111328125
TEST_0028,0.0
TEST_0029,553.9367065429688
TEST_0030,0.0
TEST_0031,974.7796630859375
TEST_0032,583.0044555664062
TEST_0033,0.0
TEST_0034,973.7716064453125
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,715.046142578125
TEST_0038,630.335693359375
TEST_0039,0.0
TEST_0040,529.2675170898438
TEST_0041,1698.08642578125
TEST_0042,598.0005493164062
TEST_0043,1218.84228515625
TEST_0044,825.315673828125
TEST_0045,1053.42529296875
TEST_0046,1155.726806640625
TEST_0047,602.0574340820312
TEST_0048,452.2095031738281
TEST_0049,0.0
TEST_0050,0.0
TEST_0051,370.5487060546875
TEST_0052,580.544677734375
TEST_0053,843.1719970703125
TEST_0054,612.5543212890625
TEST_0055,624.9819946289062
TEST_0056,730.244873046875
TEST_0057,0.0
TEST_0058,826.2806396484375
TEST_0059,855.2430419921875
TEST_0060,521.6875610351562
TEST_0061,903.0167236328125
TEST_0062,626.982177734375
TEST_0063,0.0
TEST_0064,657.317626953125
TEST_0065,343.07366943359375
TEST_0066,0.0
TEST_0067,802.0963134765625
TEST_0068,943.8554077148438
TEST_0069,975.4361572265625
TEST_0070,0.0
TEST_0071,689.5122680664062
TEST_0072,980.1856689453125
TEST_0073,767.4589233398438
TEST_0074,566.8524780273438
TEST_0075,384.6421813964844
TEST_0076,1050.4310302734375
TEST_0077,561.9335327148438
TEST_0078,0.0
TEST_0079,480.9086608886719
TEST_0080,0.0
TEST_0081,427.7091369628906
TEST_0082,0.0
TEST_0083,0.0
TEST_0084,690.9901733398438
TEST_0085,1107.06787109375
TEST_0086,1566.4451904296875
TEST_0087,559.1295776367188
TEST_0088,1025.1934814453125
TEST_0089,0.0
TEST_0090,1352.9385986328125
TEST_0091,0.0
TEST_0092,687.1580810546875
TEST_0093,361.5400390625
TEST_0094,1188.8289794921875
TEST_0095,540.421630859375
TEST_0096,518.6548461914062
TEST_0097,605.6226806640625
TEST_0098,804.27099609375
TEST_0099,520.6363525390625
TEST_0100,0.0
TEST_0101,444.2931213378906
TEST_0102,485.91552734375
TEST_0103,0.0
TEST_0104,834.2046508789062
TEST_0105,0.0
TEST_0106,807.189208984375
TEST_0107,447.9681396484375
TEST_0108,771.8760986328125
TEST_0109,527.3402709960938
TEST_0110,0.0
TEST_0111,969.6411743164062
TEST_0112,0.0
TEST_0113,1095.3436279296875
TEST_0114,479.5333251953125
TEST_0115,0.0
TEST_0116,894.940673828125
TEST_0117,490.6304931640625
TEST_0118,737.1066284179688
TEST_0119,567.650634765625
TEST_0120,1036.2607421875
TEST_0121,1011.330810546875
TEST_0122,956.4690551757812
TEST_0123,644.4178466796875
TEST_0124,0.0
TEST_0125,861.4801025390625
TEST_0126,0.0
TEST_0127,1073.7359619140625
TEST_0128,504.6542663574219
TEST_0129,1292.6102294921875
TEST_0130,641.1657104492188
TEST_0131,470.0809326171875
TEST_0132,471.13079833984375
TEST_0133,687.3157348632812
TEST_0134,976.2503662109375
TEST_0135,667.662353515625
TEST_0136,768.4658203125
TEST_0137,922.9103393554688
TEST_0138,0.0
TEST_0139,448.26116943359375
TEST_0140,625.0364990234375
TEST_0141,576.1793212890625
TEST_0142,621.8396606445312
TEST_0143,0.0
TEST_0144,1298.4130859375
TEST_0145,894.2769165039062
TEST_0146,0.0
TEST_0147,1027.9619140625
TEST_0148,1162.4300537109375
TEST_0149,0.0
TEST_0150,1336.024658203125
TEST_0151,609.8231201171875
TEST_0152,677.5636596679688
TEST_0153,551.5956420898438
TEST_0154,538.8329467773438
TEST_0155,514.081787109375
TEST_0156,458.193603515625
TEST_0157,0.0
TEST_0158,505.4747009277344
TEST_0159,0.0
TEST_0160,537.3014526367188
TEST_0161,862.012939453125
TEST_0162,346.8682861328125
TEST_0163,397.1955871582031
TEST_0164,0.0
TEST_0165,683.7440185546875
TEST_0166,611.6821899414062
TEST_0167,584.8451538085938
TEST_0168,0.0
TEST_0169,1180.1533203125
TEST_0170,492.8266296386719
TEST_0171,1073.16259765625
TEST_0172,760.3231811523438
TEST_0173,530.009765625
TEST_0174,0.0
TEST_0175,782.9892578125
TEST_0176,585.400146484375
TEST_0177,0.0
TEST_0178,0.0
TEST_0179,949.5003051757812
TEST_0180,934.1626586914062
TEST_0181,734.7412719726562
TEST_0182,692.1463012695312
TEST_0183,808.1634521484375
TEST_0184,582.9468994140625
TEST_0185,567.1435546875
TEST_0186,1146.55810546875
TEST_0187,0.0
TEST_0188,517.533203125
TEST_0189,508.68731689453125
TEST_0190,1235.2796630859375
TEST_0191,559.7373046875
TEST_0192,1199.6341552734375
TEST_0193,718.0362548828125
TEST_0194,455.7460632324219
TEST_0195,418.21142578125
TEST_0196,0.0
TEST_0197,537.3831176757812
TEST_0198,651.1460571289062
TEST_0199,584.01025390625
TEST_0200,0.0
TEST_0201,690.2818603515625
TEST_0202,0.0
TEST_0203,1138.10595703125
TEST_0204,340.1277160644531
TEST_0205,0.0
TEST_0206,581.984375
TEST_0207,0.0
TEST_0208,440.15972900390625
TEST_0209,0.0
TEST_0210,836.501708984375
TEST_0211,491.59307861328125
TEST_0212,0.0
TEST_0213,844.0419311523438
TEST_0214,624.943603515625
TEST_0215,576.8060302734375
TEST_0216,780.2275390625
TEST_0217,903.896728515625
TEST_0218,735.3203125
TEST_0219,674.8056640625
TEST_0220,758.5567016601562
TEST_0221,617.14794921875
TEST_0222,993.012939453125
TEST_0223,880.7672729492188
TEST_0224,714.437744140625
TEST_0225,434.4151306152344
TEST_0226,632.7010498046875
TEST_0227,1039.272216796875
TEST_0228,418.3280944824219
TEST_0229,1072.077880859375
TEST_0230,628.111083984375
TEST_0231,0.0
TEST_0232,767.265869140625
TEST_0233,421.5870361328125
TEST_0234,0.0
TEST_0235,881.6288452148438
TEST_0236,600.5799560546875
TEST_0237,707.6851806640625
TEST_0238,453.76702880859375
TEST_0239,0.0
TEST_0240,820.5033569335938
TEST_0241,563.5389404296875
TEST_0242,612.4425048828125
TEST_0243,1049.2213134765625
TEST_0244,0.0
TEST_0245,1099.1441650390625
TEST_0246,585.9090576171875
TEST_0247,0.0
TEST_0248,0.0
TEST_0249,701.7403564453125
TEST_0250,499.2659606933594
TEST_0251,999.1649169921875
TEST_0252,0.0
TEST_0253,0.0
TEST_0254,821.0580444335938
TEST_0255,624.34033203125
TEST_0256,1297.7576904296875
TEST_0257,638.8147583007812
TEST_0258,844.9374389648438
TEST_0259,506.8877868652344
TEST_0260,758.2725830078125
TEST_0261,1011.819091796875
TEST_0262,552.4395751953125
TEST_0263,862.7476806640625
TEST_0264,1055.0843505859375
TEST_0265,854.786865234375
TEST_0266,1038.467041015625
TEST_0267,776.6585693359375
TEST_0268,568.6322021484375
TEST_0269,712.3326416015625
TEST_0270,1010.0445556640625
TEST_0271,608.4827880859375
TEST_0272,966.1600341796875
TEST_0273,623.2366943359375
TEST_0274,1061.4083251953125
TEST_0275,803.0387573242188
TEST_0276,0.0
TEST_0277,506.02484130859375
TEST_0278,638.8757934570312
TEST_0279,441.3124694824219
TEST_0280,371.44921875
TEST_0281,0.0
TEST_0282,413.14532470703125
TEST_0283,903.9415283203125
TEST_0284,1099.3076171875
TEST_0285,700.4937744140625
TEST_0286,0.0
TEST_0287,143.72332763671875
TEST_0288,665.4325561523438
TEST_0289,513.6767578125
TEST_0290,1051.3489990234375
TEST_0291,928.737060546875
TEST_0292,829.1824340820312
TEST_0293,556.5034790039062
TEST_0294,781.766357421875
TEST_0295,997.6459350585938
TEST_0296,784.1835327148438
TEST_0297,1186.4061279296875
TEST_0298,0.0
TEST_0299,411.0857238769531
TEST_0300,0.0
TEST_0301,0.0
TEST_0302,358.33135986328125
TEST_0303,626.4940795898438
TEST_0304,0.0
TEST_0305,0.0
TEST_0306,1201.3255615234375
TEST_0307,886.2112426757812
TEST_0308,1313.9461669921875
TEST_0309,581.6613159179688
TEST_0310,638.573486328125
TEST_0311,640.7686767578125
TEST_0312,501.368896484375
TEST_0313,567.0112915039062
TEST_0314,319.5171813964844
TEST_0315,304.7000732421875
TEST_0316,688.1158447265625
TEST_0317,745.2708129882812
TEST_0318,0.0
TEST_0319,591.690185546875
TEST_0320,354.0330505371094
TEST_0321,0.0
TEST_0322,0.0
TEST_0323,0.0
TEST_0324,751.2638549804688
TEST_0325,678.19384765625
TEST_0326,219.66754150390625
TEST_0327,0.0
TEST_0328,1003.820068359375
TEST_0329,946.48095703125
TEST_0330,514.516357421875
TEST_0331,923.744384765625
TEST_0332,394.9455261230469
TEST_0333,994.0802612304688
TEST_0334,926.1224975585938
TEST_0335,593.581298828125
TEST_0336,472.983642578125
TEST_0337,1017.436767578125
TEST_0338,392.2932434082031
TEST_0339,981.8614501953125
TEST_0340,0.0
TEST_0341,1046.627685546875
TEST_0342,510.172607421875
TEST_0343,0.0
TEST_0344,327.2190246582031
TEST_0345,0.0
TEST_0346,1082.4736328125
TEST_0347,578.1165161132812
TEST_0348,0.0
TEST_0349,579.3369140625
TEST_0350,998.757080078125
TEST_0351,0.0
TEST_0352,0.0
TEST_0353,552.786376953125
TEST_0354,0.0
TEST_0355,0.0
TEST_0356,0.0
TEST_0357,0.0
TEST_0358,0.0
TEST_0359,0.0
TEST_0360,467.610107421875
TEST_0361,693.0353393554688
TEST_0362,895.2595825195312
TEST_0363,0.0
TEST_0364,0.0
TEST_0365,658.8258056640625
TEST_0366,0.0
TEST_0367,451.01885986328125
TEST_0368,334.19122314453125
TEST_0369,819.940673828125
TEST_0370,695.0152587890625
TEST_0371,757.1373291015625
TEST_0372,726.3121948242188
TEST_0373,0.0
TEST_0374,0.0
TEST_0375,1200.7974853515625
TEST_0376,666.3797607421875
TEST_0377,1302.66845703125
TEST_0378,0.0
TEST_0379,511.28424072265625
TEST_0380,1099.85302734375
TEST_0381,1042.257080078125
TEST_0382,973.5526123046875
TEST_0383,539.3624267578125
TEST_0384,565.4075927734375
TEST_0385,0.0
TEST_0386,0.0
TEST_0387,1035.100830078125
TEST_0388,0.0
TEST_0389,365.76971435546875
TEST_0390,700.50537109375
TEST_0391,680.8602294921875
TEST_0392,336.28692626953125
TEST_0393,589.08056640625
TEST_0394,962.2276611328125
TEST_0395,638.7493286132812
TEST_0396,575.3304443359375
TEST_0397,665.1802978515625
TEST_0398,456.1592712402344
TEST_0399,485.9544677734375
TEST_0400,647.2680053710938
TEST_0401,0.0
TEST_0402,499.8890686035156
TEST_0403,0.0
TEST_0404,729.39892578125
TEST_0405,518.5156860351562
TEST_0406,308.7654724121094
